,url,ret_giraffe_general_wild_status,ret_giraffe_general_africa_bbox_wild_status,ret_giraffe_general_multilingual_wild_status,ret_giraffe_general_multilingual_africa_bbox_wild_status,ret_giraffe_specific_wild_status,ret_giraffe_specific_africa_bbox_wild_status,wild_status_checked
0,https://live.staticflickr.com/31337/48165412456_32377b6b65_b.jpg,,,,,True,,True
1,https://live.staticflickr.com/31337/49483389511_a043c739da_b.jpg,,,True,,,,True
2,https://live.staticflickr.com/65535/48012362936_55824e59b7_b.jpg,,,True,,,,True
3,https://live.staticflickr.com/65535/48018030783_598eec9ed5_b.jpg,,,True,,,,True
4,https://live.staticflickr.com/65535/48251662072_565db41d6e_b.jpg,,,,,False,,True
5,https://live.staticflickr.com/65535/48263330866_f473bd488c_b.jpg,,,,,False,,True
6,https://live.staticflickr.com/65535/48263331976_a9298d2e30_b.jpg,,,,,False,,True
7,https://live.staticflickr.com/65535/48264297441_c0784a9094_b.jpg,,,,,False,,True
8,https://live.staticflickr.com/65535/48264376587_be2371a402_b.jpg,,,,,False,,True
9,https://live.staticflickr.com/65535/48338181396_64e4ec455e_b.jpg,,True,,,,,True
10,https://live.staticflickr.com/65535/48338183006_ea3a74be78_b.jpg,,True,,,,,True
11,https://live.staticflickr.com/65535/48338194037_eb4e59af22_b.jpg,,True,,,,,True
12,https://live.staticflickr.com/65535/48338195332_d0fdc34ca6_b.jpg,,True,,,,,True
13,https://live.staticflickr.com/65535/48360596586_0230f50c89_b.jpg,,,,,False,,True
14,https://live.staticflickr.com/65535/48360596826_5b3f56ac21_b.jpg,,,,,False,,True
15,https://live.staticflickr.com/65535/48360734467_564f99c664_b.jpg,,,,,False,,True
16,https://live.staticflickr.com/65535/48360734862_8294061d2e_b.jpg,,,,,False,,True
17,https://live.staticflickr.com/65535/48360734992_9d4f0c6742_b.jpg,,,,,False,,True
18,https://live.staticflickr.com/65535/48360735092_509939ec4b_b.jpg,,,,,False,,True
19,https://live.staticflickr.com/65535/48440350541_5d51473ee3_b.jpg,,,,,unknown,,True
20,https://live.staticflickr.com/65535/48456950356_5d084eca0c_b.jpg,,,,,True,,True
21,https://live.staticflickr.com/65535/48457013641_ed160ee367_b.jpg,,,,,True,,True
22,https://live.staticflickr.com/65535/48457154296_1589721c7c_b.jpg,,,,,True,,True
23,https://live.staticflickr.com/65535/48461307651_36d2c6807e_b.jpg,,,False,,,,True
24,https://live.staticflickr.com/65535/48495702172_ebc74d48c5_b.jpg,,,False,,False,,True
25,https://live.staticflickr.com/65535/48495705777_e0d9624e83_b.jpg,,,False,,False,,True
26,https://live.staticflickr.com/65535/48518037761_34b194b960_b.jpg,,,,,False,,True
27,https://live.staticflickr.com/65535/48518210497_900a3bb706_b.jpg,,,,,False,,True
28,https://live.staticflickr.com/65535/48518211207_d4d8dde4e0_b.jpg,,,,,False,,True
29,https://live.staticflickr.com/65535/48518211242_0d99134028_b.jpg,,,,,False,,True
30,https://live.staticflickr.com/65535/48518211422_142558ae4b_b.jpg,,,,,False,,True
31,https://live.staticflickr.com/65535/48519243176_56d0abe96f_b.jpg,,,,,False,,True
32,https://live.staticflickr.com/65535/48529414942_8ec609a5e6_b.jpg,,,0,,False,,True
33,https://live.staticflickr.com/65535/48530967486_5f92ee2261_b.jpg,,,,,False,,True
34,https://live.staticflickr.com/65535/48539314037_11e4089149_b.jpg,,,unknown,,,,True
35,https://live.staticflickr.com/65535/48545367466_99198fd12b_b.jpg,,,,,unknown,,True
36,https://live.staticflickr.com/65535/48550530516_29eb34ce4f_b.jpg,,,,,True,,True
37,https://live.staticflickr.com/65535/48580860461_5625fbd194_b.jpg,,,,,False,,True
38,https://live.staticflickr.com/65535/48613437201_a57bd8080b_b.jpg,,,,,True,,True
39,https://live.staticflickr.com/65535/48631271648_8703270367_b.jpg,,,,,unknown,,True
40,https://live.staticflickr.com/65535/48655043668_a741f6933d_b.jpg,,,,,False,,True
41,https://live.staticflickr.com/65535/48655044098_2c49541780_b.jpg,,,,,False,,True
42,https://live.staticflickr.com/65535/48665848598_3218399e9b_b.jpg,,,,,False,,True
43,https://live.staticflickr.com/65535/48687824938_035f447148_b.jpg,,,,,True,,True
44,https://live.staticflickr.com/65535/48704556773_6723749f89_b.jpg,,,,,False,,True
45,https://live.staticflickr.com/65535/48704890316_121ef84867_b.jpg,,,,,False,,True
46,https://live.staticflickr.com/65535/48723472366_b185178399_b.jpg,,,False,,,,True
47,https://live.staticflickr.com/65535/48726411888_9b9e7dc519_b.jpg,,,,,True,,True
48,https://live.staticflickr.com/65535/48733133836_f60af5d9a6_b.jpg,,,,,False,,True
49,https://live.staticflickr.com/65535/48735218051_a2061b5842_b.jpg,,,,,False,,True
50,https://live.staticflickr.com/65535/48737592973_d2f3a8b3f5_b.jpg,,,,,False,,True
51,https://live.staticflickr.com/65535/48737921176_0d4338298b_b.jpg,,,,,False,,True
52,https://live.staticflickr.com/65535/48738103277_77b915c9b8_b.jpg,,,,,False,,True
53,https://live.staticflickr.com/65535/48745548058_852cfac24d_b.jpg,,,,,False,,True
54,https://live.staticflickr.com/65535/48750939236_e75a017802_b.jpg,,,,,False,,True
55,https://live.staticflickr.com/65535/48759188012_645789bb04_b.jpg,,,,,True,,True
56,https://live.staticflickr.com/65535/48767368703_2e96f56ac2_b.jpg,,,,,False,,True
57,https://live.staticflickr.com/65535/48767371513_b319c2fe6f_b.jpg,,,,,False,,True
58,https://live.staticflickr.com/65535/48767372193_44a7e9db87_b.jpg,,,,,False,,True
59,https://live.staticflickr.com/65535/48767707101_fe8a116d2b_b.jpg,,,,,False,,True
60,https://live.staticflickr.com/65535/48767709876_8f155861e8_b.jpg,,,,,False,,True
61,https://live.staticflickr.com/65535/48767710341_536a29f0d1_b.jpg,,,,,False,,True
62,https://live.staticflickr.com/65535/48789569688_2096e02e30_b.jpg,,,,,False,,True
63,https://live.staticflickr.com/65535/48789571088_b66a9f06e4_b.jpg,,,,,False,,True
64,https://live.staticflickr.com/65535/48789571463_73aa08aec5_b.jpg,,,,,False,,True
65,https://live.staticflickr.com/65535/48789575778_2c82508b89_b.jpg,,,,,False,,True
66,https://live.staticflickr.com/65535/48789579463_ac6784ecb2_b.jpg,,,,,False,,True
67,https://live.staticflickr.com/65535/48789931431_d6ab4f27e9_b.jpg,,,,,False,,True
68,https://live.staticflickr.com/65535/48789931956_28254bba04_b.jpg,,,,,False,,True
69,https://live.staticflickr.com/65535/48789933331_25aa501b82_b.jpg,,,,,False,,True
70,https://live.staticflickr.com/65535/48789936986_998931ec05_b.jpg,,,,,False,,True
71,https://live.staticflickr.com/65535/48789943496_1b3e8fc13b_b.jpg,,,,,False,,True
72,https://live.staticflickr.com/65535/48790076832_811aff02af_b.jpg,,,,,False,,True
73,https://live.staticflickr.com/65535/48790078727_cf351b7edc_b.jpg,,,,,False,,True
74,https://live.staticflickr.com/65535/48790081367_3c5ac5d6f7_b.jpg,,,,,False,,True
75,https://live.staticflickr.com/65535/48790081957_ff0e1200c1_b.jpg,,,,,unknown,,True
76,https://live.staticflickr.com/65535/48790084727_d11b9f6b67_b.jpg,,,,,False,,True
77,https://live.staticflickr.com/65535/48790085912_a6c391b5d7_b.jpg,,,,,False,,True
78,https://live.staticflickr.com/65535/48790086817_038f148f37_b.jpg,,,,,False,,True
79,https://live.staticflickr.com/65535/48790088257_d7038c8b75_b.jpg,,,,,False,,True
80,https://live.staticflickr.com/65535/48798835263_61f724c721_b.jpg,,,,,False,,True
81,https://live.staticflickr.com/65535/48799182806_0f318b4394_b.jpg,,,,,False,,True
82,https://live.staticflickr.com/65535/48799331887_b15e62249d_b.jpg,,,,,False,,True
83,https://live.staticflickr.com/65535/48799333737_898a549cca_b.jpg,,,,,False,,True
84,https://live.staticflickr.com/65535/48799335122_5411f7a06a_b.jpg,,,,,False,,True
85,https://live.staticflickr.com/65535/48799336357_ef7ebf4bfe_b.jpg,,,,,False,,True
86,https://live.staticflickr.com/65535/48835831702_377d801df4_b.jpg,,,,,False,,True
87,https://live.staticflickr.com/65535/48838936888_4bc67139e4_b.jpg,,,,,unknown,,True
88,https://live.staticflickr.com/65535/48838936918_94c9641b73_b.jpg,,True,,,,,True
89,https://live.staticflickr.com/65535/48876098258_23caa21920_b.jpg,,,,,False,,True
90,https://live.staticflickr.com/65535/48876099998_6c646000c2_b.jpg,,,,,False,,True
91,https://live.staticflickr.com/65535/48876100818_22f5b96af8_b.jpg,,,,,False,,True
92,https://live.staticflickr.com/65535/48876106458_5e9457692e_b.jpg,,,,,False,,True
93,https://live.staticflickr.com/65535/48876635811_a30b76ddc2_b.jpg,,,,,False,,True
94,https://live.staticflickr.com/65535/48876638231_24d31fcf02_b.jpg,,,,,False,,True
95,https://live.staticflickr.com/65535/48876696612_7c460e366a_b.jpg,,,,,False,,True
96,https://live.staticflickr.com/65535/48949192698_f8d5a09017_b.jpg,,,,,True,,True
97,https://live.staticflickr.com/65535/48949333566_dd8e456083_b.jpg,,,,,True,,True
98,https://live.staticflickr.com/65535/49008295623_838f1b6620_b.jpg,,True,,,,,True
99,https://live.staticflickr.com/65535/49057450363_b4b0487894_b.jpg,,,,,False,,True
100,https://live.staticflickr.com/65535/49057454463_7b8f148341_b.jpg,,,,,unknown,,True
101,https://live.staticflickr.com/65535/49057455763_6dc1e85028_b.jpg,,,,,unknown,,True
102,https://live.staticflickr.com/65535/49057509003_6c334b345a_b.jpg,,,,,unknown,,True
103,https://live.staticflickr.com/65535/49057509653_d6420a2d8f_b.jpg,,,,,unknown,,True
104,https://live.staticflickr.com/65535/49057510228_e90d15220d_b.jpg,,,,,unknown,,True
105,https://live.staticflickr.com/65535/49058019381_c7f46bef49_b.jpg,,,,,unknown,,True
106,https://live.staticflickr.com/65535/49058184372_307184649c_b.jpg,,,,,unknown,,True
107,https://live.staticflickr.com/65535/49058245357_b42e29a35e_b.jpg,,,,,unknown,,True
108,https://live.staticflickr.com/65535/49058246867_c1325a3c2c_b.jpg,,,,,unknown,,True
109,https://live.staticflickr.com/65535/49095119467_e751a71ff3_b.jpg,,,,,True,,True
110,https://live.staticflickr.com/65535/49113351452_90fdc55458_b.jpg,,,,,False,,True
111,https://live.staticflickr.com/65535/49113351882_0e0f1b9382_b.jpg,,,,,False,,True
112,https://live.staticflickr.com/65535/49137138508_36ffd71d6d_b.jpg,,,True,,,,True
113,https://live.staticflickr.com/65535/49194954328_c663652a50_b.jpg,,,,,unknown,,True
114,https://live.staticflickr.com/65535/49194967443_0e8721a901_b.jpg,,,,,False,,True
115,https://live.staticflickr.com/65535/49194967818_fdd4ba21fc_b.jpg,,,,,False,,True
116,https://live.staticflickr.com/65535/49195453751_7c81fe2b3b_b.jpg,,,,,unknown,,True
117,https://live.staticflickr.com/65535/49195454436_f0c66e3eaa_b.jpg,,,,,unknown,,True
118,https://live.staticflickr.com/65535/49195456506_1acefb7e16_b.jpg,,,,,False,,True
119,https://live.staticflickr.com/65535/49195461401_d5b7cc2eed_b.jpg,,,,,False,,True
120,https://live.staticflickr.com/65535/49195466361_267493aa9d_b.jpg,,,,,unknown,,True
121,https://live.staticflickr.com/65535/49195466631_1ec237ce25_b.jpg,,,,,unknown,,True
122,https://live.staticflickr.com/65535/49195467436_6ae14b1229_b.jpg,,,,,unknown,,True
123,https://live.staticflickr.com/65535/49195663637_011905ddf5_b.jpg,,,,,unknown,,True
124,https://live.staticflickr.com/65535/49195664957_19b9eb49e4_b.jpg,,,,,False,,True
125,https://live.staticflickr.com/65535/49195666022_52a25de70a_b.jpg,,,,,False,,True
126,https://live.staticflickr.com/65535/49242672673_84741e993d_b.jpg,,,,,False,,True
127,https://live.staticflickr.com/65535/49242677088_3cabdbdf67_b.jpg,,,,,False,,True
128,https://live.staticflickr.com/65535/49265086202_2016a8bbec_b.jpg,,,,,True,,True
129,https://live.staticflickr.com/65535/49282208068_4a86c0bfa5_b.jpg,,,,,False,,True
130,https://live.staticflickr.com/65535/49332814553_b339748c75_b.jpg,,,False,,,,True
131,https://live.staticflickr.com/65535/49333074287_bba88bc230_b.jpg,,,False,,,,True
132,https://live.staticflickr.com/65535/49394405653_7510ea1703_b.jpg,,,,,True,,True
133,https://live.staticflickr.com/65535/49395083497_0e6dfa5147_b.jpg,,,,,True,,True
134,https://live.staticflickr.com/65535/49395084552_65ab917579_b.jpg,,,,,True,,True
135,https://live.staticflickr.com/65535/49421095592_557e601ebd_b.jpg,,,True,,,,True
136,https://live.staticflickr.com/65535/49421095782_b9e4c3da85_b.jpg,,,True,,,,True
137,https://live.staticflickr.com/65535/49430428973_eee40ae641_b.jpg,,,True,,,,True
138,https://live.staticflickr.com/65535/49430903481_6d0b70a2c5_b.jpg,,,True,,,,True
139,https://live.staticflickr.com/65535/49461025831_ea5e117e8f_b.jpg,,,True,,,,True
140,https://live.staticflickr.com/65535/49474555226_dfdbcfaca4_b.jpg,,,,,True,,True
141,https://live.staticflickr.com/65535/49479672963_eea8fd50c3_b.jpg,,,,,unknown,,True
142,https://live.staticflickr.com/65535/49479673138_2ee512fbbe_b.jpg,,,,,unknown,,True
143,https://live.staticflickr.com/65535/49480151121_b7b77b4884_b.jpg,,,,,False,,True
144,https://live.staticflickr.com/65535/49480371607_0d1c99f9b6_b.jpg,,,,,unknown,,True
145,https://live.staticflickr.com/65535/49487998086_97a4262523_b.jpg,,,,,True,,True
146,https://live.staticflickr.com/65535/49500459233_6c6c6eed6c_b.jpg,,,,,unknown,,True
147,https://live.staticflickr.com/65535/49526159203_cac8a3221d_b.jpg,,,,,True,,True
148,https://live.staticflickr.com/65535/49526894342_37e5c15e74_b.jpg,,,,,True,,True
149,https://live.staticflickr.com/65535/49530290413_d72d91cd93_b.jpg,,,,,True,,True
150,https://live.staticflickr.com/65535/49530290883_36a154cd9b_b.jpg,,,,,True,,True
151,https://live.staticflickr.com/65535/49530308338_65caa801ee_b.jpg,,,,,True,,True
152,https://live.staticflickr.com/65535/49530313178_c6e145a8b5_b.jpg,,,,,True,,True
153,https://live.staticflickr.com/65535/49530313348_573d8da2b4_b.jpg,,,,,True,,True
154,https://live.staticflickr.com/65535/49530464718_ce1ba20a5f_b.jpg,,,,,True,,True
155,https://live.staticflickr.com/65535/49530483183_b02bb4ef90_b.jpg,,,,,True,,True
156,https://live.staticflickr.com/65535/49530483288_50eb7d1360_b.jpg,,,,,True,,True
157,https://live.staticflickr.com/65535/49530483808_8e51440930_b.jpg,,,,,True,,True
158,https://live.staticflickr.com/65535/49530484338_fa72ac150a_b.jpg,,,,,True,,True
159,https://live.staticflickr.com/65535/49530496113_893ea615f1_b.jpg,,,,,True,,True
160,https://live.staticflickr.com/65535/49530496438_7be19a5877_b.jpg,,,,,True,,True
161,https://live.staticflickr.com/65535/49530505293_a7855e39bd_b.jpg,,,,,True,,True
162,https://live.staticflickr.com/65535/49530539388_83fd2bce62_b.jpg,,,,,True,,True
163,https://live.staticflickr.com/65535/49530545298_4c4831aa5a_b.jpg,,,,,True,,True
164,https://live.staticflickr.com/65535/49530545463_2cd90cc16d_b.jpg,,,,,True,,True
165,https://live.staticflickr.com/65535/49530546633_34e95ba23b_b.jpg,,,,,True,,True
166,https://live.staticflickr.com/65535/49530559588_1f61b84b0c_b.jpg,,,,,True,,True
167,https://live.staticflickr.com/65535/49530586898_3db030ff44_b.jpg,,,,,True,,True
168,https://live.staticflickr.com/65535/49530588928_f57a7e279e_b.jpg,,,,,True,,True
169,https://live.staticflickr.com/65535/49530792501_f1da7cae46_b.jpg,,,,,True,,True
170,https://live.staticflickr.com/65535/49530809056_542036bf77_b.jpg,,,,,True,,True
171,https://live.staticflickr.com/65535/49530809176_6001bfb3bb_b.jpg,,,,,True,,True
172,https://live.staticflickr.com/65535/49530809326_1cb20d3196_b.jpg,,,,,True,,True
173,https://live.staticflickr.com/65535/49530809436_be0db391b0_b.jpg,,,,,True,,True
174,https://live.staticflickr.com/65535/49530809521_2900b398c3_b.jpg,,,,,True,,True
175,https://live.staticflickr.com/65535/49530809611_4bffee6289_b.jpg,,,,,True,,True
176,https://live.staticflickr.com/65535/49530809781_c47717f903_b.jpg,,,,,True,,True
177,https://live.staticflickr.com/65535/49530809896_7822995539_b.jpg,,,,,True,,True
178,https://live.staticflickr.com/65535/49530810181_5c206024ee_b.jpg,,,,,True,,True
179,https://live.staticflickr.com/65535/49530810281_61e9616277_b.jpg,,,,,True,,True
180,https://live.staticflickr.com/65535/49530815431_f6bf02e5e8_b.jpg,,,,,True,,True
181,https://live.staticflickr.com/65535/49530966701_e9266fbb79_b.jpg,,,,,True,,True
182,https://live.staticflickr.com/65535/49530985011_8e4fa043f1_b.jpg,,,,,True,,True
183,https://live.staticflickr.com/65535/49530985136_ae82bdfb3a_b.jpg,,,,,True,,True
184,https://live.staticflickr.com/65535/49530985351_93fa8a2986_b.jpg,,,,,True,,True
185,https://live.staticflickr.com/65535/49530985481_f7c1e503b0_b.jpg,,,,,True,,True
186,https://live.staticflickr.com/65535/49530997481_b2e1761cfe_b.jpg,,,,,True,,True
187,https://live.staticflickr.com/65535/49530997761_8f7ee4a0ca_b.jpg,,,,,True,,True
188,https://live.staticflickr.com/65535/49531006961_c8e70c2325_b.jpg,,,,,True,,True
189,https://live.staticflickr.com/65535/49531040182_9d0e319f09_b.jpg,,,,,True,,True
190,https://live.staticflickr.com/65535/49531040877_03af735185_b.jpg,,,,,True,,True
191,https://live.staticflickr.com/65535/49531047161_fe78505b8a_b.jpg,,,,,True,,True
192,https://live.staticflickr.com/65535/49531047636_a0779196d7_b.jpg,,,,,True,,True
193,https://live.staticflickr.com/65535/49531059751_a74e82c8aa_b.jpg,,,,,True,,True
194,https://live.staticflickr.com/65535/49531089036_8b85378162_b.jpg,,,,,True,,True
195,https://live.staticflickr.com/65535/49531192187_ea5b07e29e_b.jpg,,,,,True,,True
